http://www.ppomppu.co.kr/zboard/view.php?id=phone&no=3306632&keyword=g6,2017-03-31,734,G6사용하시는분들중에 몇몇분이, 언더케이지 리뷰보고 오셔서 이해할수없다. 이런말들 하시는데요.. 언더케이지는 밝기 50이상에 풀lte사용이기때문에 3시간40분 간거구요. 왠만한 시람들은 그렇게까지 사용하시지 않기에 5시간은 가실겁니다~라고 마지막에 말했습니다.다짜고짜오셔서 욕하는분들을 봐서올려봅니다..,2017-03-31 6:11,,,,
http://www.ppomppu.co.kr/zboard/view.php?id=phone&no=3306631&keyword=g6,2017-03-31,1343,G6 '언더케이지 리뷰를 보고'," 언더케이지 2년전부터 구독하는 사람입니다.    우선 제 개인적인 생각을 적자면 언더케이지에선 LG에 대한 날카로움이 있긴 합니다.    이게 이유가 있습니다. 예전 초창기 엘지스마트폰 리뷰로 괜찮다고 하면 잔상, 발열 문제점이 터지고    한마디로 LG는 언더케이지의 믿음과 신뢰를 잃은거죠....    그래서 LG폰만 나오면 더욱 더 날카롭게 평을 한다고 생각합니다.        근데요 방금 G6 리뷰를 보고나서 의아한 점이 있었습니다. ""응? 디스플레이 점수를 너무 낮게 줬는데?""    어플에 들어가시면 언더케이지 평점이 나오는데요.    디스플레이 점수를 8.0 줬더군요. 6개월 전에 나온 v20은 8.7점을 줬구요.   디스플레이는 ap칩과 다르게 성능향상이 매년 낮고 불과 6개월 차이로 0.7점 이라는 차이가 난다는거에선 이해가 가질 않습니다.   심지어 G6는 HDR10과 돌비코덱을 적용했는데 말이죠. 물론 ppi도 높였구요. 같은 퀀텀 QHD인데 점수가 차이가 이상합니다.     언더케이지 평점의 객관성이 좀더 나아졌으면 하는 팬의 마음으로 글을 끄적여 봤습니다.      ",2017-03-31 6:11,,,,
http://www.ppomppu.co.kr/zboard/view.php?id=phone&no=3306629&keyword=g6,2017-03-31,1262,g6 카메라가 그렇게 쓰레기에요?, g6 카메라 까는 얘기가 사방에서 들리네요 ㄷㄷㄷ 딴건 몰라도 카메라는 좋았으면 싶은데,2017-03-31 6:11,,,,
http://www.ppomppu.co.kr/zboard/view.php?id=phone&no=3306624&keyword=g6,2017-03-31,299,"g6 그라데이션액정, 전원키 등 기타 이슈 표본모아봅시다."," g6 2번째 교품 눈앞에 두고있네요^^ 이게 바로 샘숭에서 말한 블랙컨슈머되는건가 싶어 씁쓸하네요. 1번째 : 기사님도 불량 인정한 확실한 액정 상/하 색차이+홈버튼 테두리 안눌림 교품 제조월 : 17년 02월 2번째 : 전체적으로 누래져서 상 하간 균일감은 생겼지만, 그래도 은은하게 하단부 액정 어두움이 눈에 띌정도네요. 큰 차이없네요. 어이없는건 홈버튼이 교품받기전보다 더 인식율 떨어지고 버튼압까지 불균일하네요. 불량인정못받음. 제조월 : 17월 02월 두번째께 첫번째보다 시리얼이 앞번호인데 큰 차이는없어 같은 라인제조 아닐까 단순하게 예상해봅니다. 두 기기 모두 사이드 상 하 측면 보호필름없고 전면액정필름과 후면 일부분 필름만 붙어있는 초기 양산제품으로 보입니다. 서비스센터 a/s 부스용 g6기기는 대부분이 눈에확띄는 그라데이션/ 테두리 인식률 떨어지는 홈버튼을 보여줘서 대부분 불량인정 안해주네요. 뭐 정말 기사님들, 엘전 말대로 양품 범주안에 든다 하더라도 종특으로 자리매김할까봐 걱정이네요. 기술적으로 백라이트 특성상 그라데이션액정 생길 수 밖에없고 돔방식 버튼이라 주변부/ 압력에 따라 인식율 갈리는게 정상이라면 기술적으로 개선하여 제조할 생각을 하게 만들어야죠. 기사분이랑 이야기좀 나누어보니까 엘전측에서 출시초반이라 인터넷 g6이슈 모니터링 엄청나게 하고 있을거다 라면서 아직까지 자기가 들어본, 본사에서 내려온 홈버튼이나 액정 이슈는 크게 없었다.라고 말하시던데, 엘전 정말 s8나오고 정신바짝차려야 할텐데 이슈 제대로 인식하게 해주고싶습니다. 자발적 엘빠 자처하며 주변에서 뭐라하든 ips와 광각캠때문에 엘지고집했는데 이젠 지칠라하네요.. 대충 뽐뿌분들 표본이라도 얻어보려합니다. 사용에 있어 불편하거나 불량판정 받은, 증상과 해당기기 제조연월 정도 모아봅시다ㅠ 제조월이라해도 2월부터 양산해 2월 3월 밖엔 없겠지만요.. 자신의 생각중에 액정이 초 양품이다 생각드시는분들도 남겨주세요ㅠ ",2017-03-31 6:11,,,,
http://www.ppomppu.co.kr/zboard/view.php?id=phone&no=3306622&keyword=g6,2017-03-31,1190,언더케이지 리뷰가 갑자기 뜨는군요," 믿고거르는 언더케이지. 저도 언더케이지 리뷰는 좋아하지 않는데 내용만큼은 공감되네요. 특히 다른건 다 떠나서 카메라는 G4 이후로 V10 G5 V20까지 정체돼있다고 느꼈는데 G6에서도 여전히 뭉개짐이 나타나는듯 하네요. 전에 G4때부터 V20까지 쓸데없는 카메라 UI추가만 하고 기본품질은 개선도 안하는걸 보고 깠었고, 플웨즈나 해외 리뷰엔 광량이 충분한 상태에서의 야간 저조도 사진 비교만 있을뿐 엘지의 노답 조리개 성능으로 인한 저조도, 야간 사진 노이즈에 대한 언급은 1도 없는걸 보고 리뷰보단 실사용자들 후기가 중요하다고 했더니 달라붙던 사람들이 있었는데 이 부분은 어떻게 생각할런지 모르겠네요. ",2017-03-31 6:11,,,,
http://www.ppomppu.co.kr/zboard/view.php?id=phone&no=3306616&keyword=g6,2017-03-30,1191,"언더케이지 g6리뷰 보고 왔는데 ,"," 완전 처참한 수준이네요. 모든걸 다 참아도 착탈 배터리 , ips땜에 엘지로 버텼는데 일체형에 3시간 40분정도 가는 배터리능력 이라... 짚2에서 이제 엘지대안은 v20이나 갤럭시네요 이번 엘지 엄청 깨지고 각성좀 했으면",2017-03-31 6:11,,,,
http://www.ppomppu.co.kr/zboard/view.php?id=phone&no=3306608&keyword=g6,2017-03-30,1354,언더케 에선 g6 카메라 배터리 까네용.., 특히 가격은 사정없는 폭격을하네요.. ㄷㄷ..,2017-03-31 6:11,,,,
http://www.ppomppu.co.kr/zboard/view.php?id=help&no=1177749&keyword=g6,2017-03-30,54,g6 ㄹㄱ 기변, g6 ㄹㄱ 기변인데여 ㅎㅇ42 부가무 요금제 6개월 유지 이정도면 조건이 괜찮은건가요?,2017-03-31 6:11,,,,
http://www.ppomppu.co.kr/zboard/view.php?id=phone&no=3306596&keyword=g6,2017-03-30,1225,이번 주말 g6 탈만할까요, 저번주 보다 더 잘나오길 바라는데 탈만 해야 할텐데..,2017-03-31 6:11,,,,
http://www.ppomppu.co.kr/zboard/view.php?id=phone&no=3306594&keyword=g6,2017-03-30,1557,"공시 지원금 , 선택 약정 , 어떤게 유리한지 잘 모르실때 계산법입니다."," 저도 한동안 머리 아파서 이런 계산 끊엇다가 다시 하는거라서 틀린 부분잇으면 말씀해주시면 수정하겟습니다.   자 그럼. 신도림이나 강변에서 폰을 살때, 공시로 살거냐, 선약으로 살거냐가 고민이시면 계산해 보면 됩니다.   물론 머리가 좀 아프긴 합니다.   보통 보면 공시로 사면 당장 현금 완납할 금액이 줄어드니까, 그걸로 대부분 하시는 경우도 많을것으로 보입니다.   저번주 대란(이라고 쓰고 75요금제 6개월 ㅡㅡ)    ★G6 기준으로 말씀드리겟습니다. SK 번호이동 기준 (G6 599 요금제 공시지원금 122,000원) (699 요금제는 145,000원)   599요금제 기준으로 계산합니다.   1. 기준은 현완 18이하로 타신분도 잇겟지만, 일단 꽤 싸게 산다는 현완 20 기준으로 말씀드립니다.    2.  난 2년을 꽉 채워서 쓸거다. 하시는 분은 저 기준으론 무조건 선약이 이득입니다.      24개월 유지비: ★공시로 현완  20만원 ,  (65,890원 X 24) = 1,581,360 ,  총 유지비 1,781,360                        ○ 선택약정으로 할시 20만원에서 공시지원금 124,000을 더한 금액이 기기값 이라고 생각하시면 됩니다.                            완납으로 하려면 324,000원 내면 되는거죠.       24개월 유지비: ★선약으로 완납 324,000원  ( 52,690원 X 24 ) = 1,264,560 ,  총 유지비 1,588,560                         ○ 2년 599 요금제를 쓰는 사용자라면 2년동안 192,800원  선약이 이득.                         ○물론 요금제 유지기간동안만 599요금제 후에 요금제를 내린다면, 이득부분이 좀 줄어들긴 하지만                         2년 실사유저는 선약이 이득입니다.                           6개월후에 33요금제(음성 무제한에 데이터300m)  로 바꿔서 쭉 쓴다면, 이득 금액이 74,800원                                                 ○ 요금제가 높을수록 이득 금액이 커집니다.                                              ★결론은 2년 실사 유저는 어떤 요금제를 쓰던지 선약이 유리하다.     3. 이제 머리 아픈 부분입니다... 24개월을 다 채우지 않고 중간에 해지나 번호이동 할 경우입니다.    벌써 부터 머리가 아프네요;;;       6개월 유지후 해지시 :  이건 고민할 필요도 없이.. 공시= 선약.. 완전 똑같습니다. 왜냐면 어차피 둘다 100% 반환입니다.      12개월 유지후 해지시 : ★공시 : 완납 20만 + (65,890 X 12= 790,680) , 공시 위약금: 124,000 X 365일 / (730-180) = 82,290                                          총 유지비 : 1,072,000                                 ★선약 : 완납 324,000원 + (52,690 X 12= 632,280),                                          선약 할인 반환금 : (13,200 X 6개월)+ (13,200 X 6개월 X 60%) = 126,200                                         총 유지비 : 1,082,480                                                         ○ 이경우 선약이 1만원 정도 더 나옵니다. 요금제를 중간에 낮은 요금제로 한다면 그차이가  약간                                   줄어들걸로 보입니다. 12개월 해지시에는 같다고 봅니다. 저는    18개월 유지후 해지시 : ★공시 : 완납 20만 + (65,890 X 18 = 1,186,020) , 공시 위약금 : 124,000 X 182일 / (730-180) = 41,000                               총유지비 : 1,427,000                               ★선약 : 완납 324,000원 + (52,690 X 18 = 948,420) ,                             선약 할인 반환금 : (13,200 X6 ) + (13,200 X 6 X 60%) + (13,200 X 4 X 35%) + (13,200 X 2 X -15%)= 141,220                             총유지비 : 1,413,000                               ○ 이경우 선약이 1만4천원 정도 이득입니다. 미미한 차이기 때문에 같다고 봅니다.        와 할인 반환금 계산하는데.. 빡세네요 ;; 간만에 하는거라서...      ★ 결론 : 1, 약정 기간을 다 채우고 쓰려면  공시 지원금이 적은 기기일 경우 선약을 해라..             2. 약정 기간 다 채우지 않으면... 선약이나 공시나... 그게 그거다...   ★ 물론 위의 예시는 공시 지원금이 124,000원 일때 계산한 것이기 때문에 본인이 살 기종의 공시지원금이 얼마인지 보시는게     필요합니다..     이렇게 계산할 필요가 없는거 같습니다... 약정 기간 다 안채우면... 공시나 선약이나 같다는 결론이 나오고   2년을 채우면 공시금액이 낮을수록 선약이 유리하다는 아주 간단한 결론이네요...   솔직히.... 중간 해지시 차이가 날줄 알앗어요;;; 통신사 애들이.. 바보가 아니네요...   ★아 그리고. 현완 가격이 같을시에는 공시가 적을수록 나중에 피치못할 사정으로 해지나 번이시에 훨씬 이득입니다.     이번에 G6 이 괜찮앗던 이유가. 공시는 12~14만 정도인데. 판매자 지원금이 55~58까지 뿌려져서 좋앗던거 같습니다.     공시가 높고, 지원금이 낮으면. 혹시나 2년 실사 못할경우 위약금 폭탄이 엄청납니다.     갤럭시 S7 블랙펄 같은 경우. 2년 실사 못할경우. 위약금 폭탄이 꽤 클걸로 예상됩니다. SK 기준 공시가 28만원 정도네요.   s7과 g6이 현금 완납 가격이 같다면. 나중에 해지시는 g6이 위약금이 적다는 의미입니다.   ★ 이상 다 아시는 내용이겟지만... 계산해봣어요... 솔직히 뻘짓한거 같네요...                                    ",2017-03-31 6:11,,,,
http://www.ppomppu.co.kr/zboard/view.php?id=phone&no=3306588&keyword=g6,2017-03-30,759,동생이 어제 g6를 샀는데 캔유 xoxo 랑 좀 닮았네요, 느낌이 ㅎㅎ 캔유 xoxo . ,2017-03-31 6:11,,,,
http://www.ppomppu.co.kr/zboard/view.php?id=phone2&no=1557203&keyword=g6,2017-03-30,157,복지몰 g6가격인데 좀 봐주세요," kt기기변경   고객가329000원 66요금제 24개월요금할인, 6개월유지 할원889800원-요금할인 316800원 실제구입금액 583000원. 여기까지는 올레 공식홈페이지랑 같은거같구요 복지몰 추가 혜택으로 583000-329000(고객가) = 254000을 포인트(현금)로 돌려주네요   이정도 가격이면 어떤건가요? ㅅㄷㄹ과 비교해서요",2017-03-31 6:11,,,,
http://www.ppomppu.co.kr/zboard/view.php?id=phone2&no=1557199&keyword=g6,2017-03-30,177,G6 충동구매했는데 너무 비싸서 개통철회 하고 싶네요," 안녕하세요. 오늘 신도림가서 G6구매했는데 너무 비싸게 주고 산것 같아서    개통 철회를 하고 싶어서 여러분들 도움이 필요합니다.   통신사는  SK고요 G6를 구매했습니다.   기기변경으로 구매는 신도림가서 현금 699000원 주고 5.9요금제(6개월사용) 부가서비스 2개가입 해서    핸드폰 단말을 받았습니다. (카드할인, 할부처리 이런것 잘몰라서 안한다고 했습니다.)   뉴스에서는 할부원금 19만원에 산다해서 아무것도 모르고 가서 비싼핸드폰 산것같아서 반품하고 싶습니다.   핸드폰에 유심끼우는것은 아직 안했고 박스도 안뜻었습니다.   그냥 가서 개통철회 해달라고 하고 699000원 돌려달라고 하고 싶습니다.   좋은 조언 부탁드립니다.",2017-03-31 6:11,,,,
http://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=5197580&keyword=g6,2017-03-30,3622,"LG전자 ""G6, 아내처럼 볼수록 예쁜 제품""|ㅋㅋㅋ",      ,2017-03-31 6:11,,,,
